palabra,freq,por_noticia,diario
Arsenal,160.00,0.02,Popular
incendio,160.00,0.02,Popular
YPF,18.00,0.02,Ámbito
Formosa,21.00,0.02,TN
Alberto Fernández,15.00,0.02,Perfil
Pollo Vignolo,7.00,0.02,El Destape
aborto,7.00,0.02,El Destape
Buenos Aires,14.00,0.02,Télam
ciudad,14.00,0.02,Télam
cotización,235.00,0.02,Infobae
Covid,26.00,0.02,Clarín
temporada,17.00,0.02,Ámbito
SP Merval,17.00,0.02,Ámbito
gobierno,17.00,0.02,Ámbito
acción,17.00,0.02,Ámbito
Barcelona,151.00,0.02,Popular
foto,20.00,0.02,TN
Messi,150.00,0.02,Popular
crecida,150.00,0.02,Popular
refuerzo,149.00,0.02,Popular
dólar,25.00,0.02,Clarín
Salta,72.00,0.02,La Nación
clase,14.00,0.02,Perfil
Argentina,14.00,0.02,Perfil
muerte,14.00,0.02,Perfil
Alberto Fernández,15.00,0.02,Página 12
Platense,139.00,0.02,Popular
Sarandí,138.00,0.02,Popular
Ciudad,23.00,0.02,Clarín
precio,23.00,0.02,Clarín
sábado,134.00,0.02,Popular
partido,66.00,0.02,La Nación
deuda,15.00,0.02,Ámbito
dólar,6.00,0.02,El Destape
jubilados,6.00,0.02,El Destape
corte,6.00,0.02,El Destape
PASO,6.00,0.02,El Destape
provincia,6.00,0.02,El Destape
previsión,202.00,0.02,Infobae
dosis,12.00,0.02,Télam
Chile,12.00,0.02,Télam
pandemia,22.00,0.02,Clarín
historia,22.00,0.02,Clarín
pandemia,17.00,0.02,TN
Juan,63.00,0.02,La Nación
miércoles,127.00,0.02,Popular
Argentinos Juniors,125.00,0.02,Popular
foto,12.00,0.02,Perfil
Chile,12.00,0.02,Perfil
FMI,14.00,0.02,Ámbito
Corrientes,61.00,0.02,La Nación
pandemia,186.00,0.02,Infobae
martes,122.00,0.02,Popular
EEUU,11.00,0.02,Télam
Argentina,11.00,0.02,Télam
Fernández,11.00,0.02,Télam
muerte,11.00,0.02,Télam
clase,16.00,0.02,TN
muerte,16.00,0.02,TN
canje,13.00,0.02,Ámbito
precio,13.00,0.02,Ámbito
pandemia,11.00,0.02,Perfil
Lionel Messi,15.00,0.02,TN
dólar,15.00,0.02,TN
Buenos Aires,15.00,0.02,TN
Copa Libertadores,19.00,0.02,Clarín
primera,112.00,0.02,Popular
jornada,55.00,0.02,La Nación
dosis,5.00,0.02,El Destape
fundación,5.00,0.02,El Destape
Europa,5.00,0.02,El Destape
barbijo,5.00,0.02,El Destape
elección,5.00,0.02,El Destape
acuerdo,5.00,0.02,El Destape
cambio,5.00,0.02,El Destape
PBA,5.00,0.02,El Destape
clase,5.00,0.02,El Destape
Sputnik,5.00,0.02,El Destape
denuncia,5.00,0.02,El Destape
carne,5.00,0.02,El Destape
cobro,5.00,0.02,El Destape
anse,5.00,0.02,El Destape
Alemania,5.00,0.02,El Destape
OMS,10.00,0.02,Télam
joven,10.00,0.02,Télam
acuerdo,10.00,0.02,Télam
marzo,10.00,0.02,Télam
vacuna,109.00,0.02,Popular
muertos,107.00,0.02,Popular
pandemia,12.00,0.02,Ámbito
GameStop,12.00,0.02,Ámbito
Alberto Fernández,12.00,0.02,Ámbito
joven,14.00,0.02,TN
acuerdo,10.00,0.01,Perfil
Covid,10.00,0.01,Perfil
gobierno,103.00,0.01,Popular
Buenos Aires,11.00,0.01,Página 12
mujer,11.00,0.01,Página 12
Argentina,11.00,0.01,Página 12
gobierno,11.00,0.01,Página 12
piso,102.00,0.01,Popular
pymes,102.00,0.01,Popular
agente,102.00,0.01,Popular
recaudación,102.00,0.01,Popular
muerte,155.00,0.01,Infobae
volante,101.00,0.01,Popular
final,17.00,0.01,Clarín
Facundo Campazzo,100.00,0.01,Popular
Sputnik,9.00,0.01,Télam
ingreso,9.00,0.01,Télam
triunfo,99.00,0.01,Popular
final,99.00,0.01,Popular
tapa,13.00,0.01,TN
Utah Jazz,98.00,0.01,Popular
punto,98.00,0.01,Popular
Maipú,98.00,0.01,Popular
Chile,11.00,0.01,Ámbito
Argentina,11.00,0.01,Ámbito
